"ID","Name","Type","rConc","Name","Type","Value","Quality","Call","Threshold","In Range","Out Range","Peak Ratio","Comments","treatment","Peak Call"
"S17-A08","48hlow_119-19","Unknown",1,"YBX1","Test",15.6131312694425,1,"Pass",0.0222468576534276,82.0708448083535,999,1,"ok","48h_low","Pass"
"S17-A09","48hlow_119-19","Unknown",1,"PRKCB","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A10","48hlow_119-19","Unknown",1,"DDIT4","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A11","48hlow_119-19","Unknown",1,"ABCB1","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A12","48hlow_119-19","Unknown",1,"LRP5","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A13","48hlow_119-19","Unknown",1,"ABCC5","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A14","48hlow_119-19","Unknown",1,"NFYA","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A15","48hlow_119-19","Unknown",1,"CSK","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A16","48hlow_119-19","Unknown",1,"SCML2","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A17","48hlow_119-19","Unknown",1,"GAPDH","Test",17.6846974755565,1,"Pass",0.0222468576534276,87.3819609909894,999,1,"ok","48h_low","Pass"
"S17-A18","48hlow_119-19","Unknown",1,"APCDD1","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A19","48hlow_119-19","Unknown",1,"WNK1","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A20","48hlow_119-19","Unknown",1,"IL18","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A21","48hlow_119-19","Unknown",1,"GCLC","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A22","48hlow_119-19","Unknown",1,"MAPK1","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A23","48hlow_119-19","Unknown",1,"MYC","Test",14.7118075749193,1,"Pass",0.0222468576534276,79.7990735578287,999,1,"ok","48h_low","Pass"
"S17-A24","48hlow_119-19","Unknown",1,"OCT4","Test",22.9894583752993,0.712444709637415,"Pass",0.0222468576534276,79.7707433035246,999,1,"miss","48h_low","Fail"
"S17-A25","48hlow_119-19","Unknown",1,"OSCAR","Test",999,0,"Fail",0.0222468576534276,999,999,0,"miss","48h_low","Fail"
"S17-A26","48hlow_119-19","Unknown",1,"MPO","Test",22.6318598903872,1,"Pass",0.0222468576534276,87.8827853467772,999,1,"ok","48h_low","Pass"
"S17-A27","48hlow_119-19","Unknown",1,"EZH1","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A28","48hlow_119-19","Unknown",1,"SLC7A7","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A29","48hlow_119-19","Unknown",1,"BRD4","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A30","48hlow_119-19","Unknown",1,"DVL2","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A31","48hlow_119-19","Unknown",1,"MT2A","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A32","48hlow_119-19","Unknown",1,"NOTCH1","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A33","48hlow_119-19","Unknown",1,"PTK2","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A34","48hlow_119-19","Unknown",1,"KRAS","Test",17.7518285835603,1,"Pass",0.0222468576534276,74.7910586778368,999,1,"ok","48h_low","Pass"
"S17-A35","48hlow_119-19","Unknown",1,"KMT2A","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A36","48hlow_119-19","Unknown",1,"DAAM1","Test",25.7654110186787,0.465684945097478,"Fail",0.0222468576534276,68.86215068238,999,1,"miss","48h_low","Fail"
"S17-A37","48hlow_119-19","Unknown",1,"CTNNB","Test",19.0184375764188,1,"Pass",0.0222468576534276,81.7531600360541,999,1,"miss","48h_low","Fail"
"S17-A38","48hlow_119-19","Unknown",1,"PTGS2","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A39","48hlow_119-19","Unknown",1,"PPIA","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A40","48hlow_119-19","Unknown",1,"RELA","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A41","48hlow_119-19","Unknown",1,"SMYD3","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A42","48hlow_119-19","Unknown",1,"UGCG","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A43","48hlow_119-19","Unknown",1,"LRP6","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A44","48hlow_119-19","Unknown",1,"Tcf7l2","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A45","48hlow_119-19","Unknown",1,"B2M","Test",21.4447581899878,1,"Pass",0.0222468576534276,85.3096152029448,999,1,"ok","48h_low","Pass"
"S17-A46","48hlow_119-19","Unknown",1,"MAP3K14","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A47","48hlow_119-19","Unknown",1,"SLCO3A1","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S17-A48","48hlow_119-19","Unknown",1,"SP1","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A01","48hlow_125-25","Unknown",1,"ACTB","Test",24.1017305375303,0.945525545380572,"Pass",0.0222468576534276,90.8775084503549,999,1,"ok","48h_low","Pass"
"S21-A02","48hlow_125-25","Unknown",1,"SP3","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A03","48hlow_125-25","Unknown",1,"SLCO2B1","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A04","48hlow_125-25","Unknown",1,"RSU1","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A05","48hlow_125-25","Unknown",1,"IL8","Test",20.4061933767669,1,"Pass",0.0222468576534276,80.2757444722985,999,1,"miss","48h_low","Fail"
"S21-A06","48hlow_125-25","Unknown",1,"FZD7","Test",19.402269618578,1,"Pass",0.0222468576534276,80.9318777139372,999,1,"ok","48h_low","Pass"
"S21-A07","48hlow_125-25","Unknown",1,"ABCC4","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A08","48hlow_125-25","Unknown",1,"YBX1","Test",17.488447253959,1,"Pass",0.0222468576534276,82.106851249314,999,1,"ok","48h_low","Pass"
"S21-A09","48hlow_125-25","Unknown",1,"PRKCB","Test",25.7018300486693,0.607303883732885,"Fail",0.0222468576534276,69.6868869850476,999,1,"miss","48h_low","Fail"
"S21-A10","48hlow_125-25","Unknown",1,"DDIT4","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A11","48hlow_125-25","Unknown",1,"ABCB1","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A12","48hlow_125-25","Unknown",1,"LRP5","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A13","48hlow_125-25","Unknown",1,"ABCC5","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A14","48hlow_125-25","Unknown",1,"NFYA","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A15","48hlow_125-25","Unknown",1,"CSK","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A16","48hlow_125-25","Unknown",1,"SCML2","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A17","48hlow_125-25","Unknown",1,"GAPDH","Test",18.2169177588436,1,"Pass",0.0222468576534276,84.7150259596819,999,1,"miss","48h_low","Fail"
"S21-A18","48hlow_125-25","Unknown",1,"APCDD1","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A19","48hlow_125-25","Unknown",1,"WNK1","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A20","48hlow_125-25","Unknown",1,"IL18","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A21","48hlow_125-25","Unknown",1,"GCLC","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A22","48hlow_125-25","Unknown",1,"MAPK1","Test",26.3896849836253,1,"Pass",0.0222468576534276,79.0639283723711,999,1,"miss","48h_low","Fail"
"S21-A23","48hlow_125-25","Unknown",1,"MYC","Test",8.90812373777944,1,"Pass",0.0222468576534276,86.7966493276022,999,1,"double","48h_low","Fail"
"S21-A24","48hlow_125-25","Unknown",1,"OCT4","Test",20.2634443646279,0.76181297933243,"Pass",0.0222468576534276,91.4645469298631,999,1,"miss","48h_low","Fail"
"S21-A25","48hlow_125-25","Unknown",1,"OSCAR","Test",999,0,"Fail",0.0222468576534276,999,999,0,"miss","48h_low","Fail"
"S21-A26","48hlow_125-25","Unknown",1,"MPO","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A27","48hlow_125-25","Unknown",1,"EZH1","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A28","48hlow_125-25","Unknown",1,"SLC7A7","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A29","48hlow_125-25","Unknown",1,"BRD4","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A30","48hlow_125-25","Unknown",1,"DVL2","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A31","48hlow_125-25","Unknown",1,"MT2A","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A32","48hlow_125-25","Unknown",1,"NOTCH1","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A33","48hlow_125-25","Unknown",1,"PTK2","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A34","48hlow_125-25","Unknown",1,"KRAS","Test",16.9862451860498,1,"Pass",0.0222468576534276,74.7806914126053,999,1,"ok","48h_low","Pass"
"S21-A35","48hlow_125-25","Unknown",1,"KMT2A","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A36","48hlow_125-25","Unknown",1,"DAAM1","Test",27.3508624080299,0.535029959809424,"Fail",0.0222468576534276,68.7493995486352,999,1,"miss","48h_low","Fail"
"S21-A37","48hlow_125-25","Unknown",1,"CTNNB","Test",24.6531896972184,1,"Pass",0.0222468576534276,75.6517886906227,999,1,"miss","48h_low","Fail"
"S21-A38","48hlow_125-25","Unknown",1,"PTGS2","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A39","48hlow_125-25","Unknown",1,"PPIA","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A40","48hlow_125-25","Unknown",1,"RELA","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A41","48hlow_125-25","Unknown",1,"SMYD3","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A42","48hlow_125-25","Unknown",1,"UGCG","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A43","48hlow_125-25","Unknown",1,"LRP6","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A44","48hlow_125-25","Unknown",1,"Tcf7l2","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A45","48hlow_125-25","Unknown",1,"B2M","Test",18.4030155091924,1,"Pass",0.0222468576534276,85.290026144522,999,1,"ok","48h_low","Pass"
"S21-A46","48hlow_125-25","Unknown",1,"MAP3K14","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A47","48hlow_125-25","Unknown",1,"SLCO3A1","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S21-A48","48hlow_125-25","Unknown",1,"SP1","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S23-A01","48hlow_127-27","Unknown",1,"ACTB","Test",17.0130104498633,0.92997012007407,"Pass",0.0222468576534276,90.5103679449486,999,1,"ok","48h_low","Pass"
"S23-A02","48hlow_127-27","Unknown",1,"SP3","Test",15.540137010713,1,"Pass",0.0222468576534276,81.7027085271893,999,1,"ok","48h_low","Pass"
"S23-A03","48hlow_127-27","Unknown",1,"SLCO2B1","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S23-A04","48hlow_127-27","Unknown",1,"RSU1","Test",17.1848257790477,1,"Pass",0.0222468576534276,83.0174537120661,999,1,"ok","48h_low","Pass"
"S23-A05","48hlow_127-27","Unknown",1,"IL8","Test",14.4904047513562,1,"Pass",0.0222468576534276,82.8279902444072,999,1,"ok","48h_low","Pass"
"S23-A06","48hlow_127-27","Unknown",1,"FZD7","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S23-A07","48hlow_127-27","Unknown",1,"ABCC4","Test",13.6371837235917,1,"Pass",0.0222468576534276,80.7752176521246,999,1,"ok","48h_low","Pass"
"S23-A08","48hlow_127-27","Unknown",1,"YBX1","Test",8.75160503765549,1,"Pass",0.0222468576534276,82.1771618505657,999,1,"ok","48h_low","Pass"
"S23-A09","48hlow_127-27","Unknown",1,"PRKCB","Test",18.030921924128,1,"Pass",0.0222468576534276,86.4031072579223,999,1,"ok","48h_low","Pass"
"S23-A10","48hlow_127-27","Unknown",1,"DDIT4","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S23-A11","48hlow_127-27","Unknown",1,"ABCB1","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S23-A12","48hlow_127-27","Unknown",1,"LRP5","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S23-A13","48hlow_127-27","Unknown",1,"ABCC5","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S23-A14","48hlow_127-27","Unknown",1,"NFYA","Test",16.3302947506876,1,"Pass",0.0222468576534276,85.3759253429242,999,1,"ok","48h_low","Pass"
"S23-A15","48hlow_127-27","Unknown",1,"CSK","Test",14.0224918096362,1,"Pass",0.0222468576534276,85.8404189503666,999,1,"ok","48h_low","Pass"
"S23-A16","48hlow_127-27","Unknown",1,"SCML2","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S23-A17","48hlow_127-27","Unknown",1,"GAPDH","Test",9.88876362049432,1,"Pass",0.0222468576534276,87.3613839634775,999,1,"ok","48h_low","Pass"
"S23-A18","48hlow_127-27","Unknown",1,"APCDD1","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S23-A19","48hlow_127-27","Unknown",1,"WNK1","Test",16.3147793683973,1,"Pass",0.0222468576534276,83.7176549178646,999,1,"ok","48h_low","Pass"
"S23-A20","48hlow_127-27","Unknown",1,"IL18","Test",16.3277732961291,1,"Pass",0.0222468576534276,80.9545092016459,999,1,"ok","48h_low","Pass"
"S23-A21","48hlow_127-27","Unknown",1,"GCLC","Test",18.0627348500282,1,"Pass",0.0222468576534276,83.3041252623969,999,1,"ok","48h_low","Pass"
"S23-A22","48hlow_127-27","Unknown",1,"MAPK1","Test",14.5585710260521,1,"Pass",0.0222468576534276,85.1275056191027,999,1,"ok","48h_low","Pass"
"S23-A23","48hlow_127-27","Unknown",1,"MYC","Test",10.0575997491352,1,"Pass",0.0222468576534276,79.8539808848772,999,1,"ok","48h_low","Pass"
"S23-A24","48hlow_127-27","Unknown",1,"OCT4","Test",20.3341701863372,0.769494221458062,"Pass",0.0222468576534276,92.1850696137799,999,1,"miss","48h_low","Fail"
"S23-A25","48hlow_127-27","Unknown",1,"OSCAR","Test",999,0,"Fail",0.0222468576534276,999,999,0,"miss","48h_low","Fail"
"S23-A26","48hlow_127-27","Unknown",1,"MPO","Test",10.1844926717384,1,"Pass",0.0222468576534276,87.9242767424234,999,1,"ok","48h_low","Pass"
"S23-A27","48hlow_127-27","Unknown",1,"EZH1","Test",17.3659277933491,1,"Pass",0.0222468576534276,82.4324605137689,999,1,"ok","48h_low","Pass"
"S23-A28","48hlow_127-27","Unknown",1,"SLC7A7","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S23-A29","48hlow_127-27","Unknown",1,"BRD4","Test",14.6909144725554,1,"Pass",0.0222468576534276,84.7249454530225,999,1,"ok","48h_low","Pass"
"S23-A30","48hlow_127-27","Unknown",1,"DVL2","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S23-A31","48hlow_127-27","Unknown",1,"MT2A","Test",14.7446024942299,1,"Pass",0.0222468576534276,89.2263135691327,999,1,"ok","48h_low","Pass"
"S23-A32","48hlow_127-27","Unknown",1,"NOTCH1","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S23-A33","48hlow_127-27","Unknown",1,"PTK2","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S23-A34","48hlow_127-27","Unknown",1,"KRAS","Test",16.4255019833011,1,"Pass",0.0222468576534276,75.2080596488047,999,1,"ok","48h_low","Pass"
"S23-A35","48hlow_127-27","Unknown",1,"KMT2A","Test",18.4561615944532,1,"Pass",0.0222468576534276,81.5920819926286,999,1,"ok","48h_low","Pass"
"S23-A36","48hlow_127-27","Unknown",1,"DAAM1","Test",26.9957420913591,0.499460104708553,"Fail",0.0222468576534276,68.7258701698086,999,1,"miss","48h_low","Fail"
"S23-A37","48hlow_127-27","Unknown",1,"CTNNB","Test",16.1316661842444,1,"Pass",0.0222468576534276,83.2849713513325,999,1,"ok","48h_low","Pass"
"S23-A38","48hlow_127-27","Unknown",1,"PTGS2","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S23-A39","48hlow_127-27","Unknown",1,"PPIA","Test",10.5505556983409,1,"Pass",0.0222468576534276,84.1124365821106,999,1,"ok","48h_low","Pass"
"S23-A40","48hlow_127-27","Unknown",1,"RELA","Test",16.3024593306446,1,"Pass",0.0222468576534276,85.4504580790598,999,1,"ok","48h_low","Pass"
"S23-A41","48hlow_127-27","Unknown",1,"SMYD3","Test",18.8690678757834,1,"Pass",0.0222468576534276,81.9295517964848,999,1,"ok","48h_low","Pass"
"S23-A42","48hlow_127-27","Unknown",1,"UGCG","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S23-A43","48hlow_127-27","Unknown",1,"LRP6","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S23-A44","48hlow_127-27","Unknown",1,"Tcf7l2","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S23-A45","48hlow_127-27","Unknown",1,"B2M","Test",11.3297805162779,1,"Pass",0.0222468576534276,85.6146166922487,999,1,"ok","48h_low","Pass"
"S23-A46","48hlow_127-27","Unknown",1,"MAP3K14","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S23-A47","48hlow_127-27","Unknown",1,"SLCO3A1","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S23-A48","48hlow_127-27","Unknown",1,"SP1","Test",16.5078016822229,1,"Pass",0.0222468576534276,86.7507799907379,999,1,"double","48h_low","Fail"
"S25-A01","48hlow_129-29","Unknown",1,"ACTB","Test",15.9594763541302,0.984320118192066,"Pass",0.0222468576534276,90.5008370729132,999,1,"ok","48h_low","Pass"
"S25-A02","48hlow_129-29","Unknown",1,"SP3","Test",14.5359983818545,1,"Pass",0.0222468576534276,81.807377220194,999,1,"ok","48h_low","Pass"
"S25-A03","48hlow_129-29","Unknown",1,"SLCO2B1","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S25-A04","48hlow_129-29","Unknown",1,"RSU1","Test",15.0126022425681,1,"Pass",0.0222468576534276,82.9917266668759,999,1,"ok","48h_low","Pass"
"S25-A05","48hlow_129-29","Unknown",1,"IL8","Test",12.1759467515116,1,"Pass",0.0222468576534276,82.8916433028656,999,1,"ok","48h_low","Pass"
"S25-A06","48hlow_129-29","Unknown",1,"FZD7","Test",18.1150560130049,1,"Pass",0.0222468576534276,81.0326180326586,999,1,"ok","48h_low","Pass"
"S25-A07","48hlow_129-29","Unknown",1,"ABCC4","Test",14.1325659093403,1,"Pass",0.0222468576534276,80.7741392336524,999,1,"ok","48h_low","Pass"
"S25-A08","48hlow_129-29","Unknown",1,"YBX1","Test",8.47906238183274,1,"Pass",0.0222468576534276,82.1991548070993,999,1,"ok","48h_low","Pass"
"S25-A09","48hlow_129-29","Unknown",1,"PRKCB","Test",15.2237535160541,1,"Pass",0.0222468576534276,86.6920758009676,999,1,"ok","48h_low","Pass"
"S25-A10","48hlow_129-29","Unknown",1,"DDIT4","Test",16.121619153434,1,"Pass",0.0222468576534276,87.9012111026126,999,1,"ok","48h_low","Pass"
"S25-A11","48hlow_129-29","Unknown",1,"ABCB1","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S25-A12","48hlow_129-29","Unknown",1,"LRP5","Test",18.1476774046526,1,"Pass",0.0222468576534276,84.0670098929794,999,1,"ok","48h_low","Pass"
"S25-A13","48hlow_129-29","Unknown",1,"ABCC5","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S25-A14","48hlow_129-29","Unknown",1,"NFYA","Test",23.3611138954313,1,"Pass",0.0222468576534276,79.2702437018002,999,1,"miss","48h_low","Fail"
"S25-A15","48hlow_129-29","Unknown",1,"CSK","Test",14.150617460724,1,"Pass",0.0222468576534276,85.8120822302277,999,1,"ok","48h_low","Pass"
"S25-A16","48hlow_129-29","Unknown",1,"SCML2","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S25-A17","48hlow_129-29","Unknown",1,"GAPDH","Test",9.26314110516581,1,"Pass",0.0222468576534276,87.3593402677385,999,1,"ok","48h_low","Pass"
"S25-A18","48hlow_129-29","Unknown",1,"APCDD1","Test",27.5333602395646,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S25-A19","48hlow_129-29","Unknown",1,"WNK1","Test",16.6419447580777,1,"Pass",0.0222468576534276,83.7453771317168,999,1,"ok","48h_low","Pass"
"S25-A20","48hlow_129-29","Unknown",1,"IL18","Test",15.9253782831442,1,"Pass",0.0222468576534276,80.9952612239151,999,1,"ok","48h_low","Pass"
"S25-A21","48hlow_129-29","Unknown",1,"GCLC","Test",16.0385102493332,1,"Pass",0.0222468576534276,83.2886964595275,999,1,"ok","48h_low","Pass"
"S25-A22","48hlow_129-29","Unknown",1,"MAPK1","Test",13.8251531767024,1,"Pass",0.0222468576534276,85.1464805612414,999,1,"ok","48h_low","Pass"
"S25-A23","48hlow_129-29","Unknown",1,"MYC","Test",10.5112186722636,1,"Pass",0.0222468576534276,79.8787671874982,999,1,"ok","48h_low","Pass"
"S25-A24","48hlow_129-29","Unknown",1,"OCT4","Test",22.8320513113982,0.658199719251007,"Pass",0.0222468576534276,92.2093203413026,999,1,"miss","48h_low","Fail"
"S25-A25","48hlow_129-29","Unknown",1,"OSCAR","Test",999,0,"Fail",0.0222468576534276,999,999,0,"miss","48h_low","Fail"
"S25-A26","48hlow_129-29","Unknown",1,"MPO","Test",9.93288124657587,1,"Pass",0.0222468576534276,87.9495149671832,999,1,"ok","48h_low","Pass"
"S25-A27","48hlow_129-29","Unknown",1,"EZH1","Test",16.8056920483515,1,"Pass",0.0222468576534276,82.4330117791037,999,1,"ok","48h_low","Pass"
"S25-A28","48hlow_129-29","Unknown",1,"SLC7A7","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S25-A29","48hlow_129-29","Unknown",1,"BRD4","Test",14.243039476443,1,"Pass",0.0222468576534276,84.9167110315547,999,1,"ok","48h_low","Pass"
"S25-A30","48hlow_129-29","Unknown",1,"DVL2","Test",16.8566186629232,1,"Pass",0.0222468576534276,86.6570160112033,999,1,"ok","48h_low","Pass"
"S25-A31","48hlow_129-29","Unknown",1,"MT2A","Test",13.4895540081527,1,"Pass",0.0222468576534276,89.2676439555326,999,1,"ok","48h_low","Pass"
"S25-A32","48hlow_129-29","Unknown",1,"NOTCH1","Test",19.8039996705844,1,"Pass",0.0222468576534276,89.5615242975886,999,1,"ok","48h_low","Pass"
"S25-A33","48hlow_129-29","Unknown",1,"PTK2","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S25-A34","48hlow_129-29","Unknown",1,"KRAS","Test",15.4403209045348,1,"Pass",0.0222468576534276,75.1575235879812,999,1,"ok","48h_low","Pass"
"S25-A35","48hlow_129-29","Unknown",1,"KMT2A","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S25-A36","48hlow_129-29","Unknown",1,"DAAM1","Test",17.674518805054,1,"Pass",0.0222468576534276,84.3109881935968,999,1,"ok","48h_low","Pass"
"S25-A37","48hlow_129-29","Unknown",1,"CTNNB","Test",15.7725753464105,1,"Pass",0.0222468576534276,83.1563424775279,999,1,"ok","48h_low","Pass"
"S25-A38","48hlow_129-29","Unknown",1,"PTGS2","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S25-A39","48hlow_129-29","Unknown",1,"PPIA","Test",10.3256396607893,1,"Pass",0.0222468576534276,84.1258428363732,999,1,"ok","48h_low","Pass"
"S25-A40","48hlow_129-29","Unknown",1,"RELA","Test",14.7050269552317,1,"Pass",0.0222468576534276,85.4162791400769,999,1,"ok","48h_low","Pass"
"S25-A41","48hlow_129-29","Unknown",1,"SMYD3","Test",15.4068717762067,1,"Pass",0.0222468576534276,83.6584072671081,999,1,"double","48h_low","Fail"
"S25-A42","48hlow_129-29","Unknown",1,"UGCG","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
"S25-A43","48hlow_129-29","Unknown",1,"LRP6","Test",21.0950181697792,1,"Pass",0.0222468576534276,86.6058104511073,999,1,"ok","48h_low","Pass"
"S25-A44","48hlow_129-29","Unknown",1,"Tcf7l2","Test",999,0,"Fail",0.0222468576534276,999,999,0,"no peak","48h_low","Fail"
